address,addressPointId,apn,apnStatus,leafTractNumber,allContainingTractIds,streetNameNormalized,neighborhood,village,matchStatus,sourceIds
12 COURTNEY CIR,52063216,,NOT_IN_REPOSITORY - request APN from County; do not infer,15632,LH-TRACT-15632;LH-TRACT-15615,COURTNEY CIR,Maplewood 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 HEMPSTEAD ST,52063328,,NOT_IN_REPOSITORY - request APN from County; do not infer,15617,LH-TRACT-15617;LH-TRACT-15615,HEMPSTEAD ST,Prescott 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 HEMPSTEAD ST,52063330,,NOT_IN_REPOSITORY - request APN from County; do not infer,15617,LH-TRACT-15617;LH-TRACT-15615,HEMPSTEAD ST,Prescott 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 HEMPSTEAD ST,52063331,,NOT_IN_REPOSITORY - request APN from County; do not infer,15617,LH-TRACT-15617;LH-TRACT-15615,HEMPSTEAD ST,Prescott 2,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
51 LAURELHURST DR,52063755,,NOT_IN_REPOSITORY - request APN from County; do not infer,15621,LH-TRACT-15621;LH-TRACT-15615,LAURELHURST DR,Prescott 1,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 WELBE CIR,52063818,,NOT_IN_REPOSITORY - request APN from County; do not infer,15904,LH-TRACT-15904;LH-TRACT-15813,WELBE CIR,Belmont Hill 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 WELBE CIR,52063821,,NOT_IN_REPOSITORY - request APN from County; do not infer,15904,LH-TRACT-15904;LH-TRACT-15813,WELBE CIR,Belmont Hill 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 WELBE CIR,52063823,,NOT_IN_REPOSITORY - request APN from County; do not infer,15904,LH-TRACT-15904;LH-TRACT-15813,WELBE CIR,Belmont Hill 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 WELBE CIR,52063824,,NOT_IN_REPOSITORY - request APN from County; do not infer,15904,LH-TRACT-15904;LH-TRACT-15813,WELBE CIR,Belmont Hill 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 WELBE CIR,52063826,,NOT_IN_REPOSITORY - request APN from County; do not infer,15904,LH-TRACT-15904;LH-TRACT-15813,WELBE CIR,Belmont Hill 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 WELBE CIR,52063827,,NOT_IN_REPOSITORY - request APN from County; do not infer,15904,LH-TRACT-15904;LH-TRACT-15813,WELBE CIR,Belmont Hill 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 BRYNWOOD LN,52063877,,NOT_IN_REPOSITORY - request APN from County; do not infer,15906,LH-TRACT-15906;LH-TRACT-15813,BRYNWOOD LN,Chimney Corners 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
11 BRYNWOOD LN,52063878,,NOT_IN_REPOSITORY - request APN from County; do not infer,15906,LH-TRACT-15906;LH-TRACT-15813,BRYNWOOD LN,Chimney Corners 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
20 BRYNWOOD LN,52063884,,NOT_IN_REPOSITORY - request APN from County; do not infer,15906,LH-TRACT-15906;LH-TRACT-15813,BRYNWOOD LN,Chimney Corners 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
12 BRYNWOOD LN,52063886,,NOT_IN_REPOSITORY - request APN from County; do not infer,15906,LH-TRACT-15906;LH-TRACT-15813,BRYNWOOD LN,Chimney Corners 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 BRYNWOOD LN,52063887,,NOT_IN_REPOSITORY - request APN from County; do not infer,15906,LH-TRACT-15906;LH-TRACT-15813,BRYNWOOD LN,Chimney Corners 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 BRYNWOOD LN,52063889,,NOT_IN_REPOSITORY - request APN from County; do not infer,15906,LH-TRACT-15906;LH-TRACT-15813,BRYNWOOD LN,Chimney Corners 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 BRYNWOOD LN,52063890,,NOT_IN_REPOSITORY - request APN from County; do not infer,15906,LH-TRACT-15906;LH-TRACT-15813,BRYNWOOD LN,Chimney Corners 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
37 BARNSTABLE WAY,52063946,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
35 BARNSTABLE WAY,52063947,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
31 BARNSTABLE WAY,52063949,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
29 BARNSTABLE WAY,52063950,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
23 BARNSTABLE WAY,52063952,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 BARNSTABLE WAY,52063953,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
17 BARNSTABLE WAY,52063955,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 BARNSTABLE WAY,52063958,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 BARNSTABLE WAY,52063960,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 BARNSTABLE WAY,52063961,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
2 BARNSTABLE WAY,52063963,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 BARNSTABLE WAY,52063964,,NOT_IN_REPOSITORY - request APN from County; do not infer,15902,LH-TRACT-15902;LH-TRACT-15813,BARNSTABLE WAY,Reston 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 WEGEFORD CIR,52063997,,NOT_IN_REPOSITORY - request APN from County; do not infer,15912,LH-TRACT-15912;LH-TRACT-15813,WEGEFORD CIR,Hampton Road 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 WEGEFORD CIR,52063999,,NOT_IN_REPOSITORY - request APN from County; do not infer,15912,LH-TRACT-15912;LH-TRACT-15813,WEGEFORD CIR,Hampton Road 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 SAYBROOKE LN,52064053,,NOT_IN_REPOSITORY - request APN from County; do not infer,15905,LH-TRACT-15905;LH-TRACT-15813,SAYBROOKE LN,Belmont Hill 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 SAYBROOKE LN,52064054,,NOT_IN_REPOSITORY - request APN from County; do not infer,15905,LH-TRACT-15905;LH-TRACT-15813,SAYBROOKE LN,Belmont Hill 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 SAYBROOKE LN,52064056,,NOT_IN_REPOSITORY - request APN from County; do not infer,15905,LH-TRACT-15905;LH-TRACT-15813,SAYBROOKE LN,Belmont Hill 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
11 SAYBROOKE LN,52064057,,NOT_IN_REPOSITORY - request APN from County; do not infer,15905,LH-TRACT-15905;LH-TRACT-15813,SAYBROOKE LN,Belmont Hill 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 SAYBROOKE LN,52064058,,NOT_IN_REPOSITORY - request APN from County; do not infer,15905,LH-TRACT-15905;LH-TRACT-15813,SAYBROOKE LN,Belmont Hill 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 WICKFORD LN,52064059,,NOT_IN_REPOSITORY - request APN from County; do not infer,15905,LH-TRACT-15905;LH-TRACT-15813,WICKFORD LN,Belmont Hill 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 WICKFORD LN,52064060,,NOT_IN_REPOSITORY - request APN from County; do not infer,15905,LH-TRACT-15905;LH-TRACT-15813,WICKFORD LN,Belmont Hill 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 WICKFORD LN,52064062,,NOT_IN_REPOSITORY - request APN from County; do not infer,15905,LH-TRACT-15905;LH-TRACT-15813,WICKFORD LN,Belmont Hill 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 WICKFORD LN,52064065,,NOT_IN_REPOSITORY - request APN from County; do not infer,15905,LH-TRACT-15905;LH-TRACT-15813,WICKFORD LN,Belmont Hill 2,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
24 PICKERING CIR,52064085,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,PICKERING CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 PICKERING CIR,52064088,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,PICKERING CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 PICKERING CIR,52064090,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,PICKERING CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 PICKERING CIR,52064091,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,PICKERING CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 PICKERING CIR,52064093,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,PICKERING CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 PICKERING CIR,52064096,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,PICKERING CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
17 PICKERING CIR,52064097,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,PICKERING CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 PICKERING CIR,52064098,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,PICKERING CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
11 PICKERING CIR,52064099,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,PICKERING CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
20 MINFORD CIR,52064100,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,MINFORD CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 MINFORD CIR,52064102,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,MINFORD CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
2 MINFORD CIR,52064105,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,MINFORD CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 MINFORD CIR,52064108,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,MINFORD CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 MINFORD CIR,52064111,,NOT_IN_REPOSITORY - request APN from County; do not infer,15907,LH-TRACT-15907;LH-TRACT-15813,MINFORD CIR,Reston 3,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
81 FLINTRIDGE AVE,52064151,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
75 FLINTRIDGE AVE,52064154,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
71 FLINTRIDGE AVE,52064156,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
63 FLINTRIDGE AVE,52064157,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
59 FLINTRIDGE AVE,52064159,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
57 FLINTRIDGE AVE,52064160,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
53 FLINTRIDGE AVE,52064162,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
51 FLINTRIDGE AVE,52064163,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
47 FLINTRIDGE AVE,52064165,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
45 FLINTRIDGE AVE,52064166,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
43 FLINTRIDGE AVE,52064167,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
41 FLINTRIDGE AVE,52064168,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
35 FLINTRIDGE AVE,52064171,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
25 FLINTRIDGE AVE,52064174,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
19 FLINTRIDGE AVE,52064177,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 FLINTRIDGE AVE,52064179,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 FLINTRIDGE AVE,52064180,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
11 FLINTRIDGE AVE,52064182,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 FLINTRIDGE AVE,52064183,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 FLINTRIDGE AVE,52064184,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 FLINTRIDGE AVE,52064185,,NOT_IN_REPOSITORY - request APN from County; do not infer,15910,LH-TRACT-15910;LH-TRACT-15813,FLINTRIDGE AVE,Hampton Road 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 WINDMILL AVE,52064541,,NOT_IN_REPOSITORY - request APN from County; do not infer,15886,LH-TRACT-15886;LH-TRACT-15884,WINDMILL AVE,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 WINDMILL AVE,52064542,,NOT_IN_REPOSITORY - request APN from County; do not infer,15886,LH-TRACT-15886;LH-TRACT-15884,WINDMILL AVE,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 WINDMILL AVE,52064544,,NOT_IN_REPOSITORY - request APN from County; do not infer,15886,LH-TRACT-15886;LH-TRACT-15884,WINDMILL AVE,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 WINDMILL AVE,52064545,,NOT_IN_REPOSITORY - request APN from County; do not infer,15886,LH-TRACT-15886;LH-TRACT-15884,WINDMILL AVE,The Gables 2,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 MAGNOLIA DR,52064598,,NOT_IN_REPOSITORY - request APN from County; do not infer,16102,LH-TRACT-16102;LH-TRACT-16155,MAGNOLIA DR,Willow Bend 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 MAGNOLIA DR,52064599,,NOT_IN_REPOSITORY - request APN from County; do not infer,16102,LH-TRACT-16102;LH-TRACT-16155,MAGNOLIA DR,Willow Bend 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 MAGNOLIA DR,52064601,,NOT_IN_REPOSITORY - request APN from County; do not infer,16102,LH-TRACT-16102;LH-TRACT-16155,MAGNOLIA DR,Willow Bend 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 MAGNOLIA DR,52064625,,NOT_IN_REPOSITORY - request APN from County; do not infer,16102,LH-TRACT-16102;LH-TRACT-16155,MAGNOLIA DR,Willow Bend 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 MAGNOLIA DR,52064628,,NOT_IN_REPOSITORY - request APN from County; do not infer,16102,LH-TRACT-16102;LH-TRACT-16155,MAGNOLIA DR,Willow Bend 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 MAGNOLIA DR,52064630,,NOT_IN_REPOSITORY - request APN from County; do not infer,16102,LH-TRACT-16102;LH-TRACT-16155,MAGNOLIA DR,Willow Bend 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
