address,addressPointId,allContainingTractIds,leafTractId,matchStatus,neighborhood,sourceIds,streetNameNormalized,village
9 CRAFTSBURY PL    ,52065026,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
5 CRAFTSBURY PL    ,52065028,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
1 CRAFTSBURY PL    ,52065030,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
4 CRAFTSBURY PL    ,52065031,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
10 CRAFTSBURY PL    ,52065034,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
12 CRAFTSBURY PL    ,52065037,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
22 CRAFTSBURY PL    ,52065039,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
24 CRAFTSBURY PL    ,52065040,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
28 CRAFTSBURY PL    ,52065042,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
30 CRAFTSBURY PL    ,52065043,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
39 CRAFTSBURY PL    ,52065045,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
37 CRAFTSBURY PL    ,52065046,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
33 CRAFTSBURY PL    ,52065048,LH-TRACT-16122;LH-TRACT-16156,LH-TRACT-16122,exact_directory_match,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CRAFTSBURY PL,Avendale
3 IRISH MOSS ST    ,52065051,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,IRISH MOSS ST,Avendale
7 IRISH MOSS ST    ,52065053,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,IRISH MOSS ST,Avendale
9 IRISH MOSS ST    ,52065054,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,IRISH MOSS ST,Avendale
7 CLEMATIS ST    ,52065159,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
5 CLEMATIS ST    ,52065160,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
12 CLEMATIS ST    ,52065163,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
18 CLEMATIS ST    ,52065165,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
20 CLEMATIS ST    ,52065166,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
24 CLEMATIS ST    ,52065168,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
26 CLEMATIS ST    ,52065169,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
27 CLEMATIS ST    ,52065171,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
25 CLEMATIS ST    ,52065172,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
21 CLEMATIS ST    ,52065174,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
15 CLEMATIS ST    ,52065177,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLEMATIS ST,Avendale
33 SHIVELY RD    ,52065188,LH-TRACT-16119;LH-TRACT-16156,LH-TRACT-16119,exact_directory_match,Willow Bend 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
35 SHIVELY RD    ,52065189,LH-TRACT-16119;LH-TRACT-16156,LH-TRACT-16119,exact_directory_match,Willow Bend 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
37 SHIVELY RD    ,52065190,LH-TRACT-16119;LH-TRACT-16156,LH-TRACT-16119,exact_directory_match,Willow Bend 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
39 SHIVELY RD    ,52065191,LH-TRACT-16119;LH-TRACT-16156,LH-TRACT-16119,exact_directory_match,Willow Bend 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
41 SHIVELY RD    ,52065192,LH-TRACT-16119;LH-TRACT-16156,LH-TRACT-16119,exact_directory_match,Willow Bend 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
45 SHIVELY RD    ,52065194,LH-TRACT-16119;LH-TRACT-16156,LH-TRACT-16119,exact_directory_match,Willow Bend 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
51 SHIVELY RD    ,52065197,LH-TRACT-16119;LH-TRACT-16156,LH-TRACT-16119,exact_directory_match,Willow Bend 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SHIVELY RD,Avendale
22 CELESTINE CIR    ,52065200,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
26 CELESTINE CIR    ,52065202,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
28 CELESTINE CIR    ,52065203,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
32 CELESTINE CIR    ,52065205,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
38 CELESTINE CIR    ,52065208,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
40 CELESTINE CIR    ,52065209,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CELESTINE CIR,Avendale
63 TUBEROSE ST    ,52065217,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TUBEROSE ST,Avendale
6 BEECHTREE ST    ,52065220,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BEECHTREE ST,Avendale
10 BEECHTREE ST    ,52065222,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BEECHTREE ST,Avendale
9 BEECHTREE ST    ,52065223,LH-TRACT-16115;LH-TRACT-16025,LH-TRACT-16115,exact_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BEECHTREE ST,Avendale
46 TUBEROSE ST    ,52065303,LH-TRACT-16117;LH-TRACT-16025,LH-TRACT-16117,ambiguous_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TUBEROSE ST,Avendale
46 TUBEROSE ST    ,52065303,LH-TRACT-16117;LH-TRACT-16025,LH-TRACT-16117,ambiguous_directory_match,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TUBEROSE ST,Avendale
52 TUBEROSE ST    ,52065354,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TUBEROSE ST,Avendale
54 TUBEROSE ST    ,52065355,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TUBEROSE ST,Avendale
60 TUBEROSE ST    ,52065358,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TUBEROSE ST,Avendale
66 TUBEROSE ST    ,52065361,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TUBEROSE ST,Avendale
12 DUSKYWING CT    ,52065382,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DUSKYWING CT,Avendale
22 DUSKYWING CT    ,52065385,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DUSKYWING CT,Avendale
23 DUSKYWING CT    ,52065387,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DUSKYWING CT,Avendale
21 DUSKYWING CT    ,52065388,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DUSKYWING CT,Avendale
15 DUSKYWING CT    ,52065390,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DUSKYWING CT,Avendale
9 DUSKYWING CT    ,52065392,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DUSKYWING CT,Avendale
1 DUSKYWING CT    ,52065396,LH-TRACT-16116;LH-TRACT-16025,LH-TRACT-16116,exact_directory_match,Weatherhaven,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DUSKYWING CT,Avendale
22 PARLIAMENT PL    ,52065415,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
18 PARLIAMENT PL    ,52065417,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
16 PARLIAMENT PL    ,52065418,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
10 PARLIAMENT PL    ,52065420,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
8 PARLIAMENT PL    ,52065421,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
6 PARLIAMENT PL    ,52065422,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
4 PARLIAMENT PL    ,52065423,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
5 PARLIAMENT PL    ,52065426,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
11 PARLIAMENT PL    ,52065429,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
19 PARLIAMENT PL    ,52065432,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PARLIAMENT PL,Village 4
4 DOWNING ST    ,52065434,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DOWNING ST,Flintridge
6 DOWNING ST    ,52065435,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DOWNING ST,Flintridge
10 DOWNING ST    ,52065437,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DOWNING ST,Flintridge
12 DOWNING ST    ,52065438,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DOWNING ST,Flintridge
18 DOWNING ST    ,52065440,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DOWNING ST,Flintridge
20 DOWNING ST    ,52065441,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DOWNING ST,Flintridge
26 DOWNING ST    ,52065443,LH-TRACT-16236;LH-TRACT-16234,LH-TRACT-16236,exact_directory_match,Tattershall 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DOWNING ST,Flintridge
8 SABLEWOOD CIR    ,52065466,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Branches,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SABLEWOOD CIR,Terramor
9 CERNER CT    ,52065473,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
17 CERNER CT    ,52065476,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
21 CERNER CT    ,52065478,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
23 CERNER CT    ,52065479,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
27 CERNER CT    ,52065481,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
18 CERNER CT    ,52065484,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
20 CERNER CT    ,52065485,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
26 CERNER CT    ,52065487,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
9 ELLISTON DR    ,52065490,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ELLISTON DR,Wycliffe
10 ELLISTON DR    ,52065498,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ELLISTON DR,Wycliffe
8 ELLISTON DR    ,52065499,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ELLISTON DR,Wycliffe
35 CERNER CT    ,52065501,LH-TRACT-16247;LH-TRACT-16203,LH-TRACT-16247,exact_directory_match,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CERNER CT,Wycliffe
20 COUSTEAU LN    ,52065688,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COUSTEAU LN,Echo Ridge
22 COUSTEAU LN    ,52065689,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COUSTEAU LN,Echo Ridge
24 COUSTEAU LN    ,52065690,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COUSTEAU LN,Echo Ridge
26 COUSTEAU LN    ,52065691,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COUSTEAU LN,Echo Ridge
16 COUSTEAU LN    ,52065697,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COUSTEAU LN,Echo Ridge
12 COUSTEAU LN    ,52065699,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COUSTEAU LN,Echo Ridge
10 COUSTEAU LN    ,52065700,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COUSTEAU LN,Echo Ridge
4 COUSTEAU LN    ,52065703,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COUSTEAU LN,Echo Ridge
10 PAPETTE CIR    ,52065706,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAPETTE CIR,Echo Ridge
6 PAPETTE CIR    ,52065708,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAPETTE CIR,Echo Ridge
4 PAPETTE CIR    ,52065709,LH-TRACT-16245;LH-TRACT-16235,LH-TRACT-16245,exact_directory_match,Trail Ridge 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PAPETTE CIR,Echo Ridge
